	1B	1N	2B	2N	3B	3N	4B	4N	5B	5N	6B	6N	7B	7N	8B	8N	
isogroup193350_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	
isogroup193379_g1	2	6	2	0	0	0	0	0	0	1	0	7	5	1	6	0	
isogroup19338_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	1	
isogroup193472_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup193489_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup1934_g1	2	2	2	0	0	2	0	0	0	0	0	0	4	1	8	1	
isogroup19350_g1	0	1	0	0	0	0	0	0	0	1	0	1	2	0	3	1	
isogroup193510_g1	0	1	1	1	0	2	0	0	0	3	2	2	2	2	35	4	
isogroup193565_g1	5	3	0	0	1	1	0	0	0	0	1	0	0	2	6	5	
isogroup193575_g1	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	
isogroup193581_g1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	
isogroup1935_g1	3	3	0	0	0	0	0	0	0	0	0	0	1	0	13	3	
isogroup193658_g1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroup19366_g1	3	7	0	0	6	10	1	0	1	8	1	17	36	33	88	12	
isogroup193735_g1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	
isogroup193749_g1	10	4	0	0	0	0	0	0	0	1	0	2	3	4	6	1	
isogroup193797_g1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	
isogroup193824_g1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup193834_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
isogroup193837_g1	1	1	0	1	1	1	0	0	0	0	1	2	2	0	13	1	
isogroup193838_g1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	
isogroup193859_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup193885_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup19388_g1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	
isogroup193896_g1	5	6	4	6	0	4	3	0	1	4	0	5	10	3	9	3	
isogroup19389_g1	3	2	3	2	0	1	0	0	0	1	1	1	5	1	7	2	
isogroup193909_g1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroup193913_g1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	
isogroup19395_g1	0	2	0	0	2	0	0	0	0	1	1	0	1	1	4	1	
isogroup194031_g1	0	0	0	0	0	1	0	0	0	1	0	1	0	2	9	1	
isogroup194074_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup194101_g1	2	2	0	0	1	0	0	0	0	0	0	0	1	3	7	1	
isogroup194125_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup194131_g1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	2	0	
isogroup19424_g1	2	3	0	0	0	0	0	0	0	1	0	1	4	0	0	0	
isogroup194274_g1	1	1	0	0	0	0	0	0	0	1	0	0	2	1	1	0	
isogroup194303_g1	1	3	0	0	0	1	0	0	1	0	0	1	1	3	4	0	
isogroup194316_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup194359_g1	4	13	2	2	4	5	2	0	12	8	0	6	23	9	90	20	
isogroup19438_g1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	
isogroup194411_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	
isogroup194433_g1	1	4	0	1	0	1	0	0	6	2	2	17	20	4	24	4	
isogroup194441_g1	0	1	0	0	0	0	0	0	1	1	0	1	2	1	3	3	
isogroup19446_g1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	
isogroup194473_g1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	
isogroup194480_g1	0	0	0	0	0	1	0	0	1	0	0	3	0	0	1	0	
isogroup194482_g1	4	2	0	0	0	0	0	1	0	0	0	0	2	0	7	1	
isogroup194508_g1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	
isogroup19453_g1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	
isogroup194572_g1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	
isogroup194589_g1	1	1	1	1	1	0	0	0	0	2	0	2	2	2	0	0	
isogroup194616_g1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroup19467_g1	1	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	
isogroup194733_g1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	
isogroup194744_g1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	
isogroup19477_g1	1	0	1	0	0	0	0	0	2	0	0	0	5	1	12	0	
isogroup194809_g1	2	5	0	1	0	0	0	0	0	1	0	0	2	1	10	4	
isogroup194858_g1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	
isogroup194931_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	
isogroup19494_g1	12	12	1	0	1	4	1	0	2	0	1	4	8	5	22	2	
isogroup194955_g1	0	0	0	0	0	1	0	0	3	0	0	0	1	0	5	0	
isogroup1949_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup195009_g1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	
isogroup195034_g1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	
isogroup19504_g1	0	1	0	1	0	0	1	0	1	0	0	0	1	1	2	1	
isogroup195054_g1	4	3	0	0	0	1	0	0	0	0	0	0	6	5	15	4	
isogroup195061_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	
isogroup195123_g1	5	3	1	1	1	1	0	0	0	0	0	1	5	0	7	1	
isogroup195133_g1	0	2	0	0	0	0	0	0	2	0	0	4	1	1	10	1	
isogroup195183_g1	1	3	0	1	0	0	0	0	0	0	0	1	4	0	3	0	
isogroup19520_g1	2	0	1	0	0	3	0	0	0	0	0	0	1	3	10	1	
isogroup195269_g1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	
isogroup195284_g1	1	2	0	0	0	0	0	0	0	0	1	0	0	0	4	2	
isogroup195303_g1	6	17	5	4	1	4	1	0	7	13	3	16	25	7	52	9	
isogroup195326_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup195330_g1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	0	
isogroup195358_g1	4	4	1	3	1	5	0	0	0	3	0	3	5	5	17	9	
isogroup19535_g1	0	2	1	0	0	2	0	0	0	0	0	2	1	3	0	0	
isogroup19539_g1	2	4	1	1	2	2	0	0	2	2	1	2	3	1	14	5	
isogroup195410_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup19546_g1	1	2	0	2	1	1	0	0	0	0	0	0	4	0	12	0	
isogroup195471_g1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	
isogroup195508_g1	0	0	0	0	1	2	0	1	0	2	1	0	1	2	3	0	
isogroup195538_g1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	
isogroup195550_g1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	
isogroup195561_g1	1	0	1	2	0	0	1	0	2	1	0	3	8	1	15	1	
isogroup19556_g1	0	1	0	0	0	0	0	0	1	0	1	1	1	3	9	1	
isogroup195615_g1	2	2	1	2	0	4	3	0	1	2	1	1	3	0	33	4	
isogroup195626_g1	43	6	0	1	11	27	9	0	0	0	4	12	93	57	584	246	
isogroup195655_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup195681_g1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	3	0	
isogroup19570_g1	1	0	0	0	0	0	0	0	0	0	0	3	3	0	4	1	
isogroup19573_g1	1	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	
isogroup19580_g2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	1	
isogroup195860_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup195885_g1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroup195890_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	
isogroup195943_g1	5	5	3	1	0	1	0	0	1	1	1	1	3	1	5	1	
isogroup195948_g1	0	0	0	1	0	2	0	0	0	1	0	1	0	1	2	0	
isogroup195949_g1	0	0	1	0	0	0	0	0	1	1	0	0	2	1	6	1	
isogroup19595_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	
isogroup19598_g2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup195_g1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	
isogroup196040_g1	2	2	0	0	0	2	0	0	1	2	0	2	3	0	2	1	
isogroup196104_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup196132_g1	1	2	2	0	0	0	0	0	0	0	0	4	0	0	0	1	
isogroup196147_g1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	
isogroup196155_g1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	5	2	
isogroup196195_g1	5	4	1	1	0	3	1	0	4	3	0	2	6	4	18	1	
isogroup196235_g1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup196271_g1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	7	2	
isogroup1962_g1	0	2	0	0	0	1	0	1	0	1	0	0	0	0	1	0	
isogroup196429_g1	0	0	0	0	0	0	1	0	0	1	0	3	0	0	8	0	
isogroup196452_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
isogroup196598_g1	3	0	0	0	0	0	0	0	1	0	1	2	5	0	7	1	
isogroup196638_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	
isogroup196685_g1	16	14	3	0	1	9	2	0	6	4	2	5	30	13	60	17	
isogroup196714_g1	3	2	0	1	0	0	0	0	3	0	1	0	0	1	6	0	
isogroup196715_g1	0	1	0	0	0	0	1	0	2	1	1	3	3	0	11	1	
isogroup196756_g1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	8	2	
isogroup19687_g1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	
isogroup19690_g1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	5	0	
isogroup196935_g1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	1	
isogroup196971_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup197014_g1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	4	0	
isogroup19703_g1	52	55	16	13	6	15	4	0	14	14	4	16	73	36	178	40	
isogroup197054_g1	18	30	21	7	4	14	5	0	18	37	4	26	67	19	230	43	
isogroup197090_g1	1	4	0	5	0	0	0	0	0	1	0	1	3	0	3	1	
isogroup197118_g1	0	1	0	3	0	0	0	0	0	0	0	1	2	2	2	0	
isogroup197168_g1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	
isogroup197176_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup197229_g1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	
isogroup1972_g1	1	2	1	0	0	0	0	0	0	0	0	0	2	1	13	1	
isogroup197332_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	
isogroup197352_g1	0	0	0	0	0	0	0	0	1	1	0	0	6	2	1	0	
isogroup19744_g1	6	4	0	1	0	0	0	0	1	0	0	3	2	2	7	6	
isogroup197469_g1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup197501_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup197516_g1	3	3	0	1	1	4	0	0	0	0	1	2	9	1	21	4	
isogroup197589_g1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup19759_g1	4	10	4	4	2	0	1	0	1	1	0	9	7	10	9	3	
isogroup197626_g1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup197790_g1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	2	1	
isogroup197799_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	
isogroup197830_g1	1	1	0	0	0	0	0	0	0	0	0	1	2	0	5	1	
isogroup19796_g1	30	36	12	7	6	26	2	0	19	31	11	29	73	28	234	44	
isogroup19799_g1	0	0	1	0	1	1	0	0	1	0	0	3	0	0	0	0	
isogroup198068_g1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
isogroup19822_g1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroup198300_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup198354_g1	0	1	0	0	0	4	0	0	1	1	0	3	0	1	6	4	
isogroup198554_g1	0	2	0	0	0	1	0	0	0	0	0	0	2	1	3	1	
isogroup198638_g1	0	0	0	0	0	0	0	0	0	0	0	2	2	1	4	1	
isogroup198779_g1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	
isogroup198842_g1	1	0	0	0	0	0	0	0	1	3	0	3	1	1	3	1	
isogroup19887_g1	5	8	0	1	1	0	0	0	3	2	0	0	13	4	15	5	
isogroup198908_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	
isogroup198930_g1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroup198933_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	
isogroup198992_g1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	
isogroup199031_g1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	
isogroup19911_g1	2	1	1	0	0	2	0	0	0	1	0	0	6	1	2	1	
isogroup199147_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup199192_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	
isogroup199516_g1	10	6	5	12	7	21	1	0	2	12	0	22	5	2	35	6	
isogroup199589_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	
isogroup19960_g1	2	1	2	0	2	2	0	0	1	1	0	4	5	0	24	1	
isogroup199620_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup199655_g1	0	0	0	1	1	2	1	0	3	0	1	1	0	0	11	3	
isogroup199886_g1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	
isogroup19994_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	4	
isogroup200020_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	
isogroup20003_g1	1	1	0	0	0	1	2	0	0	0	1	2	2	1	5	1	
isogroup200105_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	
isogroup200143_g1	26	15	1	0	1	0	0	0	1	0	0	0	16	6	7	0	
isogroup20022_g1	17	18	0	0	1	2	0	0	0	6	0	1	13	2	87	19	
isogroup200240_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup200269_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	
isogroup200348_g1	0	0	0	0	0	1	0	0	0	0	0	4	6	5	0	0	
isogroup200578_g1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup20062_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup20063_g1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	
isogroup20064_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	
isogroup200739_g1	3	1	1	0	0	0	0	0	2	0	0	1	4	0	6	2	
isogroup200742_g1	0	0	1	0	0	0	0	0	1	0	2	2	16	5	5	0	
isogroup200906_g1	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	1	
isogroup20096_g1	2	3	3	0	0	1	0	0	0	0	1	0	0	1	10	1	
isogroup201014_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroup201028_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup20108_g1	1	1	1	0	0	2	0	0	0	2	0	0	0	0	8	1	
isogroup201243_g1	4	2	0	0	0	0	0	0	2	5	1	3	4	0	4	0	
isogroup20124_g1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroup20132_g1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroup201395_g1	2	4	0	0	0	1	0	0	0	0	0	3	2	0	4	1	
isogroup20142_g1	0	0	2	0	0	0	0	0	0	1	0	0	4	0	8	1	
isogroup2014_g1	3	3	0	0	0	0	0	0	0	0	0	0	2	0	3	0	
isogroup201518_g1	4	2	5	1	2	1	0	0	7	17	6	19	5	0	9	1	
isogroup201615_g1	0	1	0	1	0	0	0	0	0	0	0	3	0	1	2	0	
isogroup20175_g1	1	3	0	0	0	0	0	0	1	0	0	0	0	0	3	1	
isogroup20189_g1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	
isogroup2019_g1	2	1	0	1	0	0	0	0	0	0	0	2	1	0	1	3	
isogroup20203_g1	29	21	4	5	1	1	1	0	2	4	1	4	27	12	82	21	
isogroup2020_g1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	
isogroup20215_g1	0	1	1	0	0	0	0	0	0	1	0	1	2	1	0	0	
isogroup20227_g1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	
isogroup20251_g1	3	1	0	0	6	21	0	0	2	0	1	1	3	1	106	31	
isogroup20262_g1	3	3	2	1	1	1	0	0	1	0	1	3	34	18	40	5	
isogroup20277_g1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	
isogroup20302_g2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup20311_g1	3	0	0	1	0	1	1	0	0	0	1	5	10	8	2	2	
isogroup20314_g1	1	1	1	0	0	1	0	0	0	0	0	0	1	2	17	3	
isogroup20316_g1	0	1	6	1	0	3	0	0	2	1	1	4	3	2	11	3	
isogroup20345_g1	24	31	9	6	5	10	2	0	6	26	3	8	34	13	108	17	
isogroup20346_g1	0	10	10	5	0	0	1	0	0	0	0	6	0	1	28	3	
isogroup20372_g1	3	1	0	0	0	1	0	0	1	2	0	1	1	0	2	0	
isogroup20375_g1	23	50	24	18	10	32	4	1	10	16	5	28	55	25	191	36	
isogroup20379_g2	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	
isogroup20382_g1	95	111	53	12	15	20	2	0	92	134	1	14	99	95	326	134	
isogroup20383_g1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	
isogroup20386_g1	6	30	5	7	1	5	1	0	1	7	0	9	7	7	29	16	
isogroup20386_g2	1	0	0	1	0	0	0	0	0	0	0	1	1	0	7	2	
isogroup20389_g1	0	0	1	0	0	1	0	0	0	1	0	2	0	0	6	1	
isogroup20394_g1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	
isogroup20415_g1	36	67	3	4	5	6	0	0	0	13	1	22	25	10	72	38	
isogroup20426_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup20437_g1	18	32	6	7	14	17	7	0	5	20	8	33	73	34	231	48	
isogroup20452_g2	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	
isogroup20485_g1	5	7	2	1	0	2	0	0	0	6	0	1	0	1	30	8	
isogroup20487_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup20488_g1	6	11	0	2	2	4	0	0	5	2	0	4	33	3	23	6	
isogroup20499_g1	2	2	1	2	1	3	1	0	1	4	2	1	4	3	14	7	
isogroup20513_g1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	
isogroup20516_g1	0	0	1	0	0	0	2	0	0	1	0	4	1	0	3	1	
isogroup20524_g1	0	1	2	3	0	2	0	0	1	8	0	10	5	1	20	8	
isogroup20528_g1	22	27	12	4	0	0	3	0	33	20	9	31	89	57	88	25	
isogroup20548_g1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
isogroup20558_g1	1	6	2	0	0	0	0	0	1	1	0	0	6	2	12	1	
isogroup20576_g1	1	7	5	0	0	0	1	0	0	0	1	1	1	0	16	1	
isogroup20584_g1	12	18	1	0	0	1	0	0	15	11	0	5	28	4	37	4	
isogroup20592_g2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	
isogroup20595_g1	35	35	2	5	4	19	2	0	6	8	2	11	62	47	233	79	
isogroup20602_g1	1	4	1	0	1	0	0	0	2	1	0	7	9	1	17	2	
isogroup20606_g1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	4	0	
isogroup20618_g1	1	8	1	1	0	0	0	0	1	4	0	0	11	3	8	5	
isogroup20619_g1	62	111	12	7	1	6	0	0	4	5	0	0	27	6	60	24	
isogroup20636_g1	139	167	39	23	17	49	12	0	46	27	22	42	226	125	460	114	
isogroup20644_g1	5	4	1	1	1	1	0	0	0	0	0	1	2	4	3	1	
isogroup20647_g1	2	6	2	0	0	0	0	0	0	0	0	1	2	0	5	0	
isogroup20654_g1	0	0	0	0	0	2	0	0	0	0	0	1	1	1	6	2	
isogroup20657_g1	2	3	2	0	0	1	0	0	1	4	1	2	4	0	4	2	
isogroup20699_g1	0	1	0	0	0	2	1	0	0	1	0	1	1	3	1	0	
isogroup20704_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup20706_g1	2	3	0	0	0	0	0	0	3	1	0	1	4	1	31	4	
isogroup20713_g1	27	44	14	16	14	24	2	0	20	21	5	18	94	13	174	34	
isogroup20722_g1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroup20723_g1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	
isogroup20728_g2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	
isogroup20752_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup20759_g1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	2	0	
isogroup20761_g1	59	109	31	11	6	28	18	0	16	35	13	109	70	28	377	102	
isogroup20787_g1	2	8	0	1	0	1	0	0	1	0	1	0	0	0	3	0	
isogroup20788_g1	1	2	0	0	2	5	0	0	3	0	3	2	1	3	5	1	
isogroup20793_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	
isogroup20795_g1	1	1	0	1	0	1	0	0	1	0	0	0	1	0	4	0	
isogroup20798_g1	3	1	1	0	0	0	0	0	0	2	0	4	1	2	10	4	
isogroup20826_g1	2	0	6	4	0	0	1	0	1	6	1	2	63	30	8	1	
isogroup20829_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	2	
isogroup20850_g1	2	22	0	0	0	0	0	0	0	1	0	4	21	9	25	5	
isogroup20853_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup20854_g1	8	9	1	0	0	2	0	0	3	4	1	3	3	6	10	4	
isogroup2085_g1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroup20861_g1	7	5	0	0	1	0	0	0	0	3	0	1	5	4	14	2	
isogroup20865_g1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	
isogroup20872_g1	2	5	1	2	2	3	0	0	5	4	1	2	0	1	34	7	
isogroup20877_g1	1	0	0	1	0	0	0	0	0	0	1	2	0	0	3	0	
isogroup20879_g1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	3	1	
isogroup20888_g1	2	2	1	2	0	3	0	0	5	4	3	3	2	1	12	4	
isogroup20894_g1	4	6	5	6	1	4	3	0	3	3	5	30	25	22	46	14	
isogroup20899_g1	15	18	9	6	6	18	0	0	7	8	1	10	31	19	76	11	
isogroup20900_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup20910_g1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	
isogroup20910_g2	6	5	9	4	1	3	0	0	3	2	3	10	7	8	56	15	
isogroup20916_g1	21	21	5	4	3	6	1	0	7	7	2	17	50	23	134	42	
isogroup20918_g1	0	0	1	2	0	0	0	0	0	0	0	0	1	0	1	0	
isogroup20918_g2	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	
isogroup20920_g1	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	
isogroup20922_g1	1	6	2	0	1	0	0	0	1	1	1	4	4	1	14	1	
isogroup20923_g1	0	2	0	0	0	0	0	0	0	1	1	2	6	1	6	0	
isogroup20938_g1	6	9	2	0	0	0	0	0	2	1	1	0	1	1	15	0	
isogroup20939_g1	21	27	1	4	2	7	0	0	3	4	1	16	38	25	89	21	
isogroup20968_g1	1	1	0	0	0	0	0	0	0	0	1	4	0	0	0	1	
isogroup20976_g1	0	1	1	1	1	1	1	0	1	0	0	0	0	1	5	1	
isogroup20977_g1	12	18	1	1	2	1	0	0	3	1	4	16	12	3	20	3	
isogroup20981_g1	4	3	6	5	3	8	0	0	4	11	1	5	15	4	16	4	
isogroup21001_g1	2	3	1	0	0	0	0	0	2	1	0	2	5	4	7	1	
isogroup21002_g1	4	8	0	0	2	4	0	0	1	1	1	3	7	4	19	9	
isogroup21038_g1	15	39	19	11	10	15	3	0	5	17	3	14	39	16	200	43	
isogroup21043_g1	0	2	0	0	0	0	0	0	0	0	0	1	0	2	2	2	
isogroup21047_g2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	
isogroup21049_g1	15	12	5	5	0	4	1	0	1	2	1	6	6	17	41	13	
isogroup21049_g2	3	6	2	1	4	6	0	0	3	8	0	15	14	10	26	7	
isogroup21056_g1	2	5	5	0	0	1	2	0	3	3	0	4	8	2	16	1	
isogroup21069_g1	45	52	0	0	1	0	1	0	0	0	0	1	69	25	2	1	
isogroup21095_g1	3	3	0	0	0	3	0	0	2	4	2	4	8	2	16	4	
isogroup21098_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	
isogroup2111_g1	6	9	1	0	0	3	0	0	1	10	0	2	14	5	17	1	
isogroup21125_g1	1	4	1	0	0	0	0	0	1	1	0	2	1	0	11	2	
isogroup21134_g1	1	13	3	1	4	10	1	0	10	5	3	9	22	5	49	7	
isogroup21181_g1	26	41	12	13	8	34	3	0	24	22	17	34	88	21	217	36	
isogroup21227_g1	8	14	4	0	1	1	2	0	2	3	0	0	15	6	51	5	
isogroup21228_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	
isogroup2122_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup21234_g2	0	0	0	0	1	0	0	0	0	1	0	1	0	1	2	0	
isogroup21243_g1	0	0	4	1	0	6	0	0	6	2	2	3	1	0	5	2	
isogroup21254_g1	0	1	1	0	0	0	0	0	1	0	0	0	0	2	0	0	
isogroup21256_g1	0	2	1	1	0	2	0	0	0	1	0	2	4	1	2	4	
isogroup21267_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	
isogroup21268_g1	2	0	0	0	0	1	0	0	0	0	0	0	2	0	2	1	
isogroup21284_g1	1	4	1	0	2	1	0	0	1	0	0	2	2	1	3	3	
isogroup21285_g1	0	1	1	0	0	0	0	0	0	0	0	4	4	1	4	0	
isogroup21296_g2	2	8	2	1	0	3	1	0	1	1	0	2	8	9	10	2	
isogroup21299_g1	8	6	2	1	2	3	1	0	9	5	4	6	14	5	39	4	
isogroup21302_g1	2	1	0	0	0	3	1	0	0	1	0	0	0	0	3	2	
isogroup21313_g1	0	0	0	1	1	5	0	0	2	1	2	2	4	0	11	0	
